FilePath,Package,Class,Method Name,Return Type,Parameters,Function Body,Throws,Modifiers,Generics
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\email\EmailUtil.java,,EmailUtil,sendMail,void,"MailServerInfo mailServerInfo, String recepient, String content, String title, GenericCallback callback","{

        Runnable emailSendTask = () -> {
            LOGGER.log(Level.INFO, ""Initiating email sending task. Sending to {}"", recepient);
            Properties props = new Properties();
            try {
                MailSSLSocketFactory sf = new MailSSLSocketFactory();
                sf.setTrustAllHosts(true);
                props.put(""mail.imap.ssl.trust"", ""*"");
                props.put(""mail.imap.ssl.socketFactory"", sf);
                props.put(""mail.smtp.auth"", ""true"");
                props.put(""mail.smtp.starttls.enable"", mailServerInfo.getSslEnabled() ? ""true"" : ""false"");
                props.put(""mail.smtp.host"", mailServerInfo.getMailServer());
                props.put(""mail.smtp.port"", mailServerInfo.getPort());

                Session session = Session.getInstance(props, new javax.mail.Authenticator() {
                    @Override
                    protected PasswordAuthentication getPasswordAuthentication() {
                        return new PasswordAuthentication(mailServerInfo.getEmailID(), mailServerInfo.getPassword());
                    }
                });

                Message message = new MimeMessage(session);
                message.setFrom(new InternetAddress(mailServerInfo.getEmailID()));
                message.setRecipients(Message.RecipientType.TO, InternetAddress.parse(recepient));
                message.setSubject(title);
                message.setContent(content, ""text/html"");

                Transport.send(message);
                LOGGER.log(Level.INFO, ""Everything seems fine"");
                callback.taskCompleted(Boolean.TRUE);
            } catch (Throwable exp) {
                LOGGER.log(Level.INFO, ""Error occurred during sending email"", exp);
                callback.taskCompleted(Boolean.FALSE);
            }
        };
        Thread mailSender = new Thread(emailSendTask, ""EMAIL-SENDER"");
        mailSender.start();
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\email\EmailUtil.java,,EmailUtil,getPasswordAuthentication,PasswordAuthentication,,"{
                        return new PasswordAuthentication(mailServerInfo.getEmailID(), mailServerInfo.getPassword());
                    }",,@Override protected,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\CipherSpec.java,,CipherSpec,getKey,byte[],,"{
        return key;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\CipherSpec.java,,CipherSpec,getIV,byte[],,"{
        return iv;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\CipherSpec.java,,CipherSpec,isValid,boolean,,"{
        return key != null && iv != null;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\CipherSpec.java,,CipherSpec,toString,String,,"{
        return ""CipherSpec{"" + ""key="" + key + "", iv="" + iv + '}';
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,encrypt,String,String plainText,"{
        LOCK.tryLock();
        try {
            CipherSpec spec = getCipherSpec();
            if (spec == null || !spec.isValid()) {
                throw new RuntimeException(""Cant load encryption"");
            }
            return encrypt(spec.getKey(), spec.getIV(), plainText);
        } catch (Exception ex) {
            LOGGER.log(Level.ERROR, ""Encryption failure"", ex);
        } finally {
            LOCK.unlock();
        }
        return null;
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,decrypt,String,String cipherText,"{
        LOCK.lock();
        try {
            CipherSpec spec = getCipherSpec();
            if (spec == null || !spec.isValid()) {
                throw new RuntimeException(""Cant load encryption"");
            }
            return decrypt(spec.getKey(), spec.getIV(), cipherText);
        } catch (Exception ex) {
            LOGGER.log(Level.ERROR, ""Encryption failure"", ex);
        } finally {
            LOCK.unlock();
        }
        return null;
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,encrypt,String,"byte[] key, byte[] initVector, String value","{
        try {
            IvParameterSpec iv = new IvParameterSpec(initVector);
            SecretKeySpec skeySpec = new SecretKeySpec(key, SECRET_KEY_SPEC);
            Cipher cipher = Cipher.getInstance(ENCRYPTION_ALGORITHM);
            cipher.init(Cipher.ENCRYPT_MODE, skeySpec, iv);
            byte[] encrypted = cipher.doFinal(value.getBytes());
            return Base64.encodeBase64String(encrypted);
        } catch (Exception ex) {
            ex.printStackTrace();
        }

        return null;
    }",,private static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,decrypt,String,"byte[] key, byte[] initVector, String encrypted","{
        try {
            IvParameterSpec iv = new IvParameterSpec(initVector);
            SecretKeySpec skeySpec = new SecretKeySpec(key, SECRET_KEY_SPEC);

            Cipher cipher = Cipher.getInstance(ENCRYPTION_ALGORITHM);
            cipher.init(Cipher.DECRYPT_MODE, skeySpec, iv);

            byte[] original = cipher.doFinal(Base64.decodeBase64(encrypted));

            return new String(original);
        } catch (Exception ex) {
            ex.printStackTrace();
        }

        return null;
    }",,private static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,init,void,,"{
        CipherSpec spec = getCipherSpec();
        if (spec == null || !spec.isValid()) {
            LOGGER.log(Level.INFO, ""Preparing new cipher setup"");
            byte[] key = generateSecureKey();
            byte[] initVector = prepareIV();
            spec = new CipherSpec(key, initVector);
            writeKey(spec);
        } else {
            LOGGER.log(Level.INFO, ""Encryption params are loaded."");
        }
    }",throws Exception,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,generateSecureKey,byte[],,"{
        KeyGenerator keyGen = KeyGenerator.getInstance(SECRET_KEY_SPEC);
        keyGen.init(128);
        SecretKey secretKey = keyGen.generateKey();
        byte[] data = secretKey.getEncoded();
        return data;
    }",throws NoSuchAlgorithmException,private static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,prepareIV,byte[],,"{
        MessageDigest digest = MessageDigest.getInstance(""SHA-512"");
        String randomVal = String.valueOf(new Random(System.currentTimeMillis()).nextLong());
        byte[] hash = digest.digest(randomVal.getBytes(StandardCharsets.UTF_8));
        return Arrays.copyOfRange(hash, 0, 16);
    }",throws NoSuchAlgorithmException,private static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,writeKey,void,CipherSpec spec,"{
        KEY_STORE.mkdirs();
        if (KEY_STORE.exists()) {
            LOGGER.log(Level.INFO, ""Clearing existing encryption info"");
            KEY_STORE.delete();
        } else {
            KEY_STORE.createNewFile();
        }
        try (ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(KEY_STORE, false))) {
            out.writeObject(spec);
        }
        if (KEY_STORE.exists()) {
            LOGGER.log(Level.INFO, ""Added new encryption setup"");
        }
    }",throws Exception,private static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\encryption\EncryptionUtil.java,,EncryptionUtil,getCipherSpec,CipherSpec,,"{
        if (KEY_STORE.exists()) {
            try (ObjectInputStream in = new ObjectInputStream(new FileInputStream(KEY_STORE))) {
                return (CipherSpec) in.readObject();
            }
        }
        return null;
    }",throws Exception,private static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\exceptions\DefaultExceptionHandler.java,,DefaultExceptionHandler,uncaughtException,void,"Thread thread, Throwable ex","{
        LOGGER.log(Level.ERROR, ""Exception occurred {}"", ex);
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\exceptions\ExceptionUtil.java,,ExceptionUtil,init,void,,"{
        Thread.setDefaultUncaughtExceptionHandler(new DefaultExceptionHandler());
        System.setOut(createLoggingProxy(System.out));
        System.setErr(createLoggingProxy(System.err));
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\exceptions\ExceptionUtil.java,,ExceptionUtil,createLoggingProxy,PrintStream,PrintStream realPrintStream,"{
        return new PrintStream(realPrintStream) {
            @Override
            public void print(final String string) {
                LOGGER.info(string);
            }

            @Override
            public void println(final String string) {
                LOGGER.info(string);
            }
        };
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\exceptions\ExceptionUtil.java,,ExceptionUtil,print,void,String string,"{
                LOGGER.info(string);
            }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\exceptions\ExceptionUtil.java,,ExceptionUtil,println,void,String string,"{
                LOGGER.info(string);
            }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\export\pdf\ListToPDF.java,,ListToPDF,doPrintToPdf,boolean,"List<List> list, File saveLoc, Orientation orientation","{
        try {
            if (saveLoc == null) {
                return false;
            }
            if (!saveLoc.getName().endsWith("".pdf"")) {
                saveLoc = new File(saveLoc.getAbsolutePath() + "".pdf"");
            }
            //Initialize Document
            PDDocument doc = new PDDocument();
            PDPage page = new PDPage();
            //Create a landscape page
            if (orientation == Orientation.LANDSCAPE) {
                page.setMediaBox(new PDRectangle(PDRectangle.A4.getHeight(), PDRectangle.A4.getWidth()));
            } else {
                page.setMediaBox(new PDRectangle(PDRectangle.A4.getWidth(), PDRectangle.A4.getHeight()));
            }

            doc.addPage(page);
            //Initialize table
            float margin = 10;
            float tableWidth = page.getMediaBox().getWidth() - (2 * margin);
            float yStartNewPage = page.getMediaBox().getHeight() - (2 * margin);
            float yStart = yStartNewPage;
            float bottomMargin = 0;

            BaseTable dataTable = new BaseTable(yStart, yStartNewPage, bottomMargin, tableWidth, margin, doc, page, true,
                    true);
            DataTable t = new DataTable(dataTable, page);
            t.addListToTable(list, DataTable.HASHEADER);
            dataTable.draw();
            doc.save(saveLoc);
            doc.close();

            return true;
        } catch (IOException ex) {
            AlertMaker.showErrorMessage(""Error occurred during PDF export"", ex.getMessage());
        }
        return false;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,initialize,void,"URL url, ResourceBundle rb","{
        AlertMaker.showTrayMessage(String.format(""Hello %s!"", System.getProperty(""user.name"")), ""Thanks for trying out Library Assistant"");
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,loadWebpage,void,String url,"{
        try {
            Desktop.getDesktop().browse(new URI(url));
        } catch (IOException | URISyntaxException e1) {
            e1.printStackTrace();
            handleWebpageLoadException(url);
        }
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,handleWebpageLoadException,void,String url,"{
        WebView browser = new WebView();
        WebEngine webEngine = browser.getEngine();
        webEngine.load(url);
        Stage stage = new Stage();
        Scene scene = new Scene(new StackPane(browser));
        stage.setScene(scene);
        stage.setTitle(""Genuine Coder"");
        stage.show();
        LibraryAssistantUtil.setStageIcon(stage);
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,loadYoutubeChannel,void,ActionEvent event,"{
        loadWebpage(YOUTUBE);
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,loadBlog,void,ActionEvent event,"{
        loadWebpage(WEBSITE);
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,loadLinkedIN,void,ActionEvent event,"{
        loadWebpage(LINKED_IN);
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\about\AboutController.java,,AboutController,loadFacebook,void,ActionEvent event,"{
        loadWebpage(FACEBOOK);
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,initialize,void,"URL url, ResourceBundle rb","{
        databaseHandler = DatabaseHandler.getInstance();
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,addBook,void,ActionEvent event,"{
        String bookID = StringUtils.trimToEmpty(id.getText());
        String bookAuthor = StringUtils.trimToEmpty(author.getText());
        String bookName = StringUtils.trimToEmpty(title.getText());
        String bookPublisher = StringUtils.trimToEmpty(publisher.getText());

        if (bookID.isEmpty() || bookAuthor.isEmpty() || bookName.isEmpty()) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Insufficient Data"", ""Please enter data in all fields."");
            return;
        }

        if (isInEditMode) {
            handleEditOperation();
            return;
        }

        if (DataHelper.isBookExists(bookID)) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Duplicate book id"", ""Book with same Book ID exists.\nPlease use new ID"");
            return;
        }

        Book book = new Book(bookID, bookName, bookAuthor, bookPublisher, Boolean.TRUE);
        boolean result = DataHelper.insertNewBook(book);
        if (result) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""New book added"", bookName + "" has been added"");
            clearEntries();
        } else {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Failed to add new book"", ""Check all the entries and try again"");
        }
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,cancel,void,ActionEvent event,"{
        Stage stage = (Stage) rootPane.getScene().getWindow();
        stage.close();
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,checkData,void,,"{
        String qu = ""SELECT title FROM BOOK"";
        ResultSet rs = databaseHandler.execQuery(qu);
        try {
            while (rs.next()) {
                String titlex = rs.getString(""title"");
                System.out.println(titlex);
            }
        } catch (SQLException ex) {
            Logger.getLogger(BookAddController.class.getName()).log(Level.SEVERE, null, ex);
        }
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,inflateUI,void,BookListController.Book book,"{
        title.setText(book.getTitle());
        id.setText(book.getId());
        author.setText(book.getAuthor());
        publisher.setText(book.getPublisher());
        id.setEditable(false);
        isInEditMode = Boolean.TRUE;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,clearEntries,void,,"{
        title.clear();
        id.clear();
        author.clear();
        publisher.clear();
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\BookAddController.java,,BookAddController,handleEditOperation,void,,"{
        BookListController.Book book = new BookListController.Book(title.getText(), id.getText(), author.getText(), publisher.getText(), true);
        if (databaseHandler.updateBook(book)) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Success"", ""Update complete"");
        } else {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Failed"", ""Could not update data"");
        }
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\LibraryAssistant.java,,LibraryAssistant,start,void,Stage stage,"{
        Parent root = FXMLLoader.load(getClass().getResource(""add_book.fxml""));
        
        Scene scene = new Scene(root);
        
        stage.setScene(scene);
        stage.show();
    }",throws Exception,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addbook\LibraryAssistant.java,,LibraryAssistant,main,void,String[] args,"{
        launch(args);
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddController.java,,MemberAddController,initialize,void,"URL url, ResourceBundle rb","{
        handler = DatabaseHandler.getInstance();
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddController.java,,MemberAddController,cancel,void,ActionEvent event,"{
        Stage stage = (Stage) name.getScene().getWindow();
        stage.close();
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddController.java,,MemberAddController,addMember,void,ActionEvent event,"{
        String mName = StringUtils.trimToEmpty(name.getText());
        String mID = StringUtils.trimToEmpty(id.getText());
        String mMobile = StringUtils.trimToEmpty(mobile.getText());
        String mEmail = StringUtils.trimToEmpty(email.getText());

        Boolean flag = mName.isEmpty() || mID.isEmpty() || mMobile.isEmpty() || mEmail.isEmpty();
        if (flag) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Insufficient Data"", ""Please enter data in all fields."");
            return;
        }

        if (isInEditMode) {
            handleUpdateMember();
            return;
        }

        if (DataHelper.isMemberExists(mID)) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Duplicate member id"", ""Member with same id exists.\nPlease use new ID"");
            return;
        }

        Member member = new Member(mName, mID, mMobile, mEmail);
        boolean result = DataHelper.insertNewMember(member);
        if (result) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""New member added"", mName + "" has been added"");
            clearEntries();
        } else {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Failed to add new member"", ""Check you entries and try again."");
        }
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddController.java,,MemberAddController,infalteUI,void,MemberListController.Member member,"{
        name.setText(member.getName());
        id.setText(member.getId());
        id.setEditable(false);
        mobile.setText(member.getMobile());
        email.setText(member.getEmail());

        isInEditMode = Boolean.TRUE;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddController.java,,MemberAddController,clearEntries,void,,"{
        name.clear();
        id.clear();
        mobile.clear();
        email.clear();
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddController.java,,MemberAddController,handleUpdateMember,void,,"{
        Member member = new MemberListController.Member(name.getText(), id.getText(), mobile.getText(), email.getText());
        if (DatabaseHandler.getInstance().updateMember(member)) {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Success"", ""Member data updated."");
        } else {
            AlertMaker.showMaterialDialog(rootPane, mainContainer, new ArrayList<>(), ""Failed"", ""Cant update member."");
        }
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddLoader.java,,MemberAddLoader,start,void,Stage stage,"{
        Parent root = FXMLLoader.load(getClass().getResource(""member_add.fxml""));
        
        Scene scene = new Scene(root);
        
        stage.setScene(scene);
        stage.show();
    }",throws Exception,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\addmember\MemberAddLoader.java,,MemberAddLoader,main,void,String[] args,"{
        launch(args);
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\callback\BookReturnCallback.java,,BookReturnCallback,loadBookReturn,void,String bookID,,,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,initialize,void,"URL url, ResourceBundle rb","{
        initCol();
        loadData();
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,initCol,void,,"{
        idCol.setCellValueFactory(new PropertyValueFactory<>(""id""));
        bookIDCol.setCellValueFactory(new PropertyValueFactory<>(""bookID""));
        bookNameCol.setCellValueFactory(new PropertyValueFactory<>(""bookName""));
        holderNameCol.setCellValueFactory(new PropertyValueFactory<>(""holderName""));
        issueCol.setCellValueFactory(new PropertyValueFactory<>(""dateOfIssue""));
        daysCol.setCellValueFactory(new PropertyValueFactory<>(""days""));
        fineCol.setCellValueFactory(new PropertyValueFactory<>(""fine""));
        tableView.setItems(list);
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,setBookReturnCallback,void,BookReturnCallback callback,"{
        this.callback = callback;
    }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,loadData,void,,"{
        list.clear();
        DatabaseHandler handler = DatabaseHandler.getInstance();
        String qu = ""SELECT ISSUE.bookID, ISSUE.memberID, ISSUE.issueTime, MEMBER.name, BOOK.title FROM ISSUE\n""
                + ""LEFT OUTER JOIN MEMBER\n""
                + ""ON MEMBER.id = ISSUE.memberID\n""
                + ""LEFT OUTER JOIN BOOK\n""
                + ""ON BOOK.id = ISSUE.bookID"";
        ResultSet rs = handler.execQuery(qu);
        Preferences pref = Preferences.getPreferences();
        try {
            int counter = 0;
            while (rs.next()) {
                counter += 1;
                String memberName = rs.getString(""name"");
                String bookID = rs.getString(""bookID"");
                String bookTitle = rs.getString(""title"");
                Timestamp issueTime = rs.getTimestamp(""issueTime"");
                System.out.println(""Issued on "" + issueTime);
                Integer days = Math.toIntExact(TimeUnit.MILLISECONDS.toDays(System.currentTimeMillis() - issueTime.getTime())) + 1;
                Float fine = LibraryAssistantUtil.getFineAmount(days);
                IssueInfo issueInfo = new IssueInfo(counter, bookID, bookTitle, memberName, LibraryAssistantUtil.formatDateTimeString(new Date(issueTime.getTime())), days, fine);
                list.add(issueInfo);
            }
        } catch (SQLException ex) {
            ex.printStackTrace();
        }
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,handleRefresh,void,ActionEvent event,"{
        loadData();
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,exportAsPDF,void,ActionEvent event,"{
        List<List> printData = new ArrayList<>();
        String[] headers = {""SI"", ""BOOK ID"", ""      BOOK NAME       "", ""    HOLDER NAME     "", ""ISSUE DATE"", ""DAYS ELAPSED"", ""FINE""};
        printData.add(Arrays.asList(headers));
        for (IssueInfo info : list) {
            List<String> row = new ArrayList<>();
            row.add(String.valueOf(info.getId()));
            row.add(info.getBookID());
            row.add(info.getBookName());
            row.add(info.getHolderName());
            row.add(info.getDateOfIssue());
            row.add(String.valueOf(info.getDays()));
            row.add(String.valueOf(info.getFine()));
            printData.add(row);
        }
        LibraryAssistantUtil.initPDFExprot(rootPane, contentPane, getStage(), printData);
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,closeStage,void,ActionEvent event,"{
        getStage().close();
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,getStage,Stage,,"{
        return (Stage) tableView.getScene().getWindow();
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssuedListController,handleReturn,void,ActionEvent event,"{
        IssueInfo issueInfo = tableView.getSelectionModel().getSelectedItem();
        if (issueInfo != null) {
            callback.loadBookReturn(issueInfo.getBookID());
        }
    }",,@FXML private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getId,Integer,,"{
            return id.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getBookID,String,,"{
            return bookID.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getBookName,String,,"{
            return bookName.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getHolderName,String,,"{
            return holderName.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getDateOfIssue,String,,"{
            return dateOfIssue.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getDays,Integer,,"{
            return nDays.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListController.java,,IssueInfo,getFine,Float,,"{
            return fine.get();
        }",,public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListLoader.java,,IssuedListLoader,start,void,Stage stage,"{
        Parent root = FXMLLoader.load(getClass().getResource(""issued_list.fxml""));
        
        Scene scene = new Scene(root);
        
        stage.setScene(scene);
        stage.show();
    }",throws Exception,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\issuedlist\IssuedListLoader.java,,IssuedListLoader,main,void,String[] args,"{
        launch(args);
    }",,public static,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\listbook\BookListController.java,,BookListController,initialize,void,"URL url, ResourceBundle rb","{
        initCol();
        loadData();
    }",,@Override public,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\listbook\BookListController.java,,BookListController,getStage,Stage,,"{
        return (Stage) tableView.getScene().getWindow();
    }",,private,
C:\Users\divchauhan\Downloads\Library-Assistant-master\Library-Assistant-master\src\library\assistant\ui\listbook\BookListController.java,,BookListController,initCol,void,,"{
        titleCol.setCellValueFactory(new PropertyValueFactory<>(""title""));
        idCol.setCellValueFactory(new PropertyValueFactory<>(""id""));
        authorCol.setCellValueFactory(new PropertyValueFactory<>(""author""));
        publisherCol.setCellValueFactory(new PropertyValueFactory<>(""publisher""));
        availabilityCol.setCellValueFactory(new PropertyValueFactory<>(""availabilty""));
    }",,private,
